ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,ID,N_VICTIMAS,HH,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,UBICACION
2018-0133,2018-12-12,2018,12,12,PEATON,PEATON,FEMENINO,60,2018-12-12 00:00:00,2018-0133,1,14,AVENIDA,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-CARGAS,CARGAS,1.0
2018-0134,2018-12-12,2018,12,12,PEATON,PEATON,MASCULINO,56,2018-12-13 00:00:00,2018-0134,1,21,AVENIDA,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,PEATON-MOTO,MOTO,1.0
2018-0135,2018-12-18,2018,12,18,PEATON,PEATON,MASCULINO,80,2018-12-22 00:00:00,2018-0135,1,14,AVENIDA,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,PEATON-PASAJEROS,PASAJEROS,1.0
2018-0136,2018-12-18,2018,12,18,PEATON,PEATON,FEMENINO,70,2018-12-18 00:00:00,2018-0136,1,15,AVENIDA,RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,PEATON-PASAJEROS,PASAJEROS,0.0
2018-0137,2018-12-18,2018,12,18,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29,2018-12-19 00:00:00,2018-0137,1,20,CALLE,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,MOTO-PASAJEROS,PASAJEROS,1.0
2018-0138,2018-12-21,2018,12,21,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79,2018-12-21 00:00:00,2018-0138,1,9,CALLE,BERMUDEZ 1893,10,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,0.0
2018-0139,2018-12-22,2018,12,22,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28,2018-12-24 00:00:00,2018-0139,1,6,CALLE,SANTANDER 1974,7,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,0.0
2018-0140,2018-12-22,2018,12,22,CONDUCTOR,AUTO,MASCULINO,78,2018-12-22 00:00:00,2018-0140,1,8,CALLE,LANTERI JULIETA 1400,1,-58.36004650,-34.61381341,AUTO-AUTO,AUTO,0.0
2018-0141,2018-12-22,2018,12,22,PEATON,PEATON,MASCULINO,75,2018-12-24 00:00:00,2018-0141,1,17,AVENIDA,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,PEATON-MOTO,MOTO,1.0
2018-0142,2018-12-25,2018,12,25,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32,2019-01-01 00:00:00,2018-0142,1,13,GRAL PAZ,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS-PASAJEROS,PASAJEROS,0.0
2018-0143,2018-12-29,2018,12,29,CONDUCTOR,MOTO,MASCULINO,22,2018-12-29 00:00:00,2018-0143,1,5,AVENIDA,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO-AUTO,AUTO,1.0
2019-0001,2019-01-08,2019,1,8,CONDUCTOR,MOTO,MASCULINO,25,2019-01-08 00:00:00,2019-0001,1,8,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.57805810,MOTO-CARGAS,CARGAS,1.0
2019-0002,2019-01-09,2019,1,9,CONDUCTOR,AUTO,MASCULINO,32,2019-01-09 00:00:00,2019-0002,1,4,AVENIDA,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO-CARGAS,CARGAS,1.0
2019-0003,2019-01-12,2019,1,12,CONDUCTOR,MOTO,MASCULINO,23,2019-01-12 00:00:00,2019-0003,1,8,AVENIDA,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO-AUTO,AUTO,1.0
2019-0004,2019-01-14,2019,1,14,CONDUCTOR,AUTO,MASCULINO,71,2019-01-14 00:00:00,2019-0004,1,19,AVENIDA,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO-PASAJEROS,PASAJEROS,1.0
2019-0005,2019-01-19,2019,1,19,CONDUCTOR,MOTO,MASCULINO,43,2019-01-19 00:00:00,2019-0005,1,12,AVENIDA,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO-CARGAS,CARGAS,1.0
2019-0006,2019-01-23,2019,1,23,PEATON,PEATON,FEMENINO,12,2019-01-23 00:00:00,2019-0006,1,5,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON-AUTO,AUTO,0.0
2019-0007,2019-01-26,2019,1,26,CONDUCTOR,MOTO,MASCULINO,35,2019-01-26 00:00:00,2019-0007,1,19,CALLE,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.61071660,MOTO-AUTO,AUTO,1.0
2019-0008,2019-01-30,2019,1,30,CONDUCTOR,MOTO,MASCULINO,42,2019-01-31 00:00:00,2019-0008,1,22,GRAL PAZ,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MULTIPLE,MULTIPLE,0.0
2019-0009,2019-01-31,2019,1,31,CONDUCTOR,MOTO,MASCULINO,34,2019-01-31 00:00:00,2019-0009,1,14,AVENIDA,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO-AUTO,AUTO,1.0
2019-0010,2019-02-02,2019,2,2,PEATON,PEATON,MASCULINO,59,2019-02-02 00:00:00,2019-0010,2,7,AVENIDA,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON-AUTO,AUTO,0.0
2019-0012,2019-02-17,2019,2,17,CONDUCTOR,MOTO,MASCULINO,31,2019-02-20 00:00:00,2019-0012,1,3,AVENIDA,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO-AUTO,AUTO,1.0
2019-0013,2019-02-20,2019,2,20,PEATON,PEATON,MASCULINO,39,2019-03-02 00:00:00,2019-0013,1,7,CALLE,SALVIGNY y MOM,7,-58.43383830,-34.64457699,PEATON-AUTO,AUTO,1.0
2019-0014,2019-02-20,2019,2,20,CONDUCTOR,MOTO,MASCULINO,69,2019-02-20 00:00:00,2019-0014,1,17,CALLE,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,OBJETO FIJO,0.0
2019-0015,2019-02-23,2019,2,23,CONDUCTOR,AUTO,MASCULINO,21,2019-02-23 00:00:00,2019-0015,1,6,AVENIDA,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,OBJETO FIJO,0.0
2019-0016,2019-02-24,2019,2,24,CONDUCTOR,MOTO,MASCULINO,40,2019-02-24 00:00:00,2019-0016,1,2,CALLE,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO-PASAJEROS,PASAJEROS,1.0
2019-0017,2019-03-03,2019,3,3,CONDUCTOR,AUTO,MASCULINO,22,2019-03-07 00:00:00,2019-0017,1,7,CALLE,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO-PASAJEROS,PASAJEROS,1.0
2019-0018,2019-03-03,2019,3,3,PEATON,PEATON,FEMENINO,29,2019-03-03 00:00:00,2019-0018,1,23,AUTOPISTA,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON-AUTO,AUTO,1.0
2019-0020,2019-03-07,2019,3,7,CONDUCTOR,MOTO,MASCULINO,43,2019-03-07 00:00:00,2019-0020,1,21,AVENIDA,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO-AUTO,AUTO,0.0
2019-0021,2019-03-15,2019,3,15,CONDUCTOR,MOTO,MASCULINO,23,2019-03-16 00:00:00,2019-0021,1,22,AVENIDA,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO-AUTO,AUTO,1.0
2019-0023,2019-03-16,2019,3,16,CONDUCTOR,AUTO,MASCULINO,34,2019-03-16 00:00:00,2019-0023,1,8,GRAL PAZ,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,OBJETO FIJO,1.0
2019-0024,2019-03-19,2019,3,19,CONDUCTOR,MOTO,MASCULINO,32,2019-03-19 00:00:00,2019-0024,1,7,AVENIDA,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO-CARGAS,CARGAS,0.0
2019-0025,2019-03-22,2019,3,22,PEATON,PEATON,MASCULINO,27,2019-04-04 00:00:00,2019-0025,1,13,CALLE,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON-AUTO,AUTO,1.0
2019-0027,2019-03-28,2019,3,28,CICLISTA,BICICLETA,MASCULINO,37,2019-03-28 00:00:00,2019-0027,1,11,AVENIDA,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,MULTIPLE,MULTIPLE,1.0
2019-0029,2019-04-07,2019,4,7,CONDUCTOR,MOTO,MASCULINO,27,2019-04-07 00:00:00,2019-0029,1,10,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2019-0030,2019-04-09,2019,4,9,CONDUCTOR,MOTO,MASCULINO,25,2019-04-09 00:00:00,2019-0030,1,16,CALLE,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,MOTO-CARGAS,CARGAS,1.0
2019-0031,2019-04-12,2019,4,12,CICLISTA,BICICLETA,MASCULINO,20,2019-04-12 00:00:00,2019-0031,1,19,AVENIDA,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA-CARGAS,CARGAS,1.0
2019-0032,2019-04-16,2019,4,16,PEATON,PEATON,FEMENINO,83,2019-04-18 00:00:00,2019-0032,1,11,AVENIDA,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,PEATON-AUTO,AUTO,1.0
2019-0033,2019-04-18,2019,4,18,CONDUCTOR,MOTO,MASCULINO,25,2019-04-18 00:00:00,2019-0033,1,1,AUTOPISTA,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO-SD,SD,1.0
2019-0035,2019-04-23,2019,4,23,PEATON,PEATON,FEMENINO,75,2019-04-23 00:00:00,2019-0035,1,14,CALLE,SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON-BICICLETA,BICICLETA,0.0
2019-0036,2019-04-26,2019,4,26,CONDUCTOR,MOTO,MASCULINO,34,2019-05-02 00:00:00,2019-0036,1,22,CALLE,RIGLOS y FORMOSA,6,-58.43680440,-34.62147504,MOTO-AUTO,AUTO,1.0
2019-0037,2019-05-01,2019,5,1,CONDUCTOR,MOTO,MASCULINO,17,2019-05-01 00:00:00,2019-0037,1,23,AVENIDA,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO-AUTO,AUTO,1.0
2019-0038,2019-05-04,2019,5,4,PEATON,PEATON,FEMENINO,42,2019-05-05 00:00:00,2019-0038,1,14,AVENIDA,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON-MOTO,MOTO,1.0
2019-0105,2019-05-05,2019,5,5,PEATON,PEATON,FEMENINO,82,2019-05-08 00:00:00,2019-0105,1,11,AVENIDA,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON-AUTO,AUTO,1.0
2019-0039,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,28,2019-05-09 00:00:00,2019-0039,1,3,AVENIDA,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO-AUTO,AUTO,1.0
2019-0040,2019-05-09,2019,5,9,CONDUCTOR,MOTO,MASCULINO,44,2019-05-15 00:00:00,2019-0040,1,12,CALLE,PUAN y SANTANDER,7,-58.44263580,-34.63679732,MOTO-SD,SD,1.0
2019-0041,2019-05-11,2019,5,11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78,2019-05-11 00:00:00,2019-0041,1,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,MULTIPLE,MULTIPLE,1.0
2019-0042,2019-05-14,2019,5,14,PEATON,PEATON,MASCULINO,39,2019-05-14 00:00:00,2019-0042,1,15,CALLE,LIMA y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0044,2019-05-27,2019,5,27,PEATON,PEATON,FEMENINO,77,2019-05-29 00:00:00,2019-0044,1,12,AVENIDA,BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON-MOTO,MOTO,0.0
2019-0045,2019-06-03,2019,6,3,CONDUCTOR,MOTO,MASCULINO,33,2019-06-03 00:00:00,2019-0045,1,7,AVENIDA,DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,MOTO-CARGAS,CARGAS,1.0
2019-0046,2019-06-04,2019,6,4,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,2019-06-04 00:00:00,2019-0046,1,9,GRAL PAZ,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.47617802,-34.53825652,MOTO-AUTO,AUTO,1.0
2019-0047,2019-06-06,2019,6,6,PEATON,PEATON,MASCULINO,76,2019-06-06 00:00:00,2019-0047,1,10,AVENIDA,CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON-CARGAS,CARGAS,0.0
2019-0048,2019-06-07,2019,6,7,CONDUCTOR,MOTO,MASCULINO,32,2019-06-07 00:00:00,2019-0048,1,7,AVENIDA,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,MOTO-CARGAS,CARGAS,0.0
2019-0049,2019-06-08,2019,6,8,PEATON,PEATON,FEMENINO,72,2019-06-09 00:00:00,2019-0049,1,9,CALLE,CIUDAD DE LA PAZ y MENDOZA,13,-58.45849057,-34.56166498,PEATON-CARGAS,CARGAS,1.0
2019-0050,2019-06-08,2019,6,8,CONDUCTOR,MOTO,MASCULINO,21,2019-06-09 00:00:00,2019-0050,1,23,AVENIDA,"SALGUERO, JERONIMO y HONDURAS AV.",14,-58.41829559,-34.59411677,MOTO-CARGAS,CARGAS,1.0
2019-0051,2019-06-11,2019,6,11,CONDUCTOR,MOTO,MASCULINO,41,2019-06-11 00:00:00,2019-0051,1,10,CALLE,"FILIBERTO, JUAN DE DIOS y OLAVARRIA",4,-58.36376488,-34.63832093,MOTO-AUTO,AUTO,1.0
2019-0053,2019-06-14,2019,6,14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,2019-06-14 00:00:00,2019-0053,1,17,AVENIDA,ASTURIAS AV. y CASTAÃ‘ARES AV.,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,1.0
2019-0054,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,21,2019-06-20 00:00:00,2019-0054,1,3,CALLE,GANDARA 2976,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,OBJETO FIJO,0.0
2019-0055,2019-06-20,2019,6,20,CONDUCTOR,MOTO,MASCULINO,47,2019-06-21 00:00:00,2019-0055,1,19,AVENIDA,"GUEVARA, TRINIDAD y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,MOTO-PASAJEROS,PASAJEROS,1.0
2019-0056,2019-06-29,2019,6,29,PEATON,PEATON,FEMENINO,75,2019-06-29 00:00:00,2019-0056,1,17,AVENIDA,BOYACA AV. 305,7,-58.45877601,-34.62330939,PEATON-AUTO,AUTO,0.0
2019-0057,2019-07-05,2019,7,5,PEATON,PEATON,FEMENINO,63,2019-07-08 00:00:00,2019-0057,1,19,CALLE,ARTILLEROS y LA PAMPA,13,-58.44196498,-34.55760517,PEATON-AUTO,AUTO,1.0
2019-0058,2019-07-10,2019,7,10,CONDUCTOR,MOTO,MASCULINO,39,2019-07-10 00:00:00,2019-0058,1,9,AUTOPISTA,AUTOPISTA PERITO MORENO e IRIGOYEN,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,PASAJEROS,
2019-0059,2019-07-13,2019,7,13,CONDUCTOR,MOTO,MASCULINO,30,2019-07-13 00:00:00,2019-0059,1,22,CALLE,15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,MOTO-PASAJEROS,PASAJEROS,1.0
2019-0060,2019-07-17,2019,7,17,PEATON,PEATON,FEMENINO,78,2019-07-17 00:00:00,2019-0060,1,11,AVENIDA,"ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.",10,-58.48100602,-34.63504312,PEATON-AUTO,AUTO,1.0
2019-0061,2019-07-17,2019,7,17,PEATON,PEATON,FEMENINO,58,2019-07-17 00:00:00,2019-0061,1,18,CALLE,11 DE SEPTIEMBRE DE 1888 y MENDOZA,13,-58.45200171,-34.55781320,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0062,2019-08-01,2019,8,1,PEATON,PEATON,FEMENINO,60,2019-08-02 00:00:00,2019-0062,1,23,AVENIDA,"PINO, VIRREY DEL y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0064,2019-08-06,2019,8,6,CONDUCTOR,MOTO,MASCULINO,20,2019-08-06 00:00:00,2019-0064,1,3,AVENIDA,BOYACA AV. y AVELLANEDA AV.,7,-58.45962210,-34.62245140,MOTO-AUTO,AUTO,1.0
2019-0065,2019-08-08,2019,8,8,PEATON,PEATON,FEMENINO,55,2019-08-09 00:00:00,2019-0065,1,16,CALLE,BARCO CENTENERA DEL y TILCARA,4,-58.41970850,-34.65414867,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0066,2019-08-11,2019,8,11,PEATON,PEATON,MASCULINO,40,2019-08-11 00:00:00,2019-0066,1,21,AVENIDA,RIESTRA AV. y BOLIVAR (NO OFICIAL),7,-58.44187596,-34.64938031,PEATON-AUTO,AUTO,1.0
2019-0067,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,35,2019-08-14 00:00:00,2019-0067,1,15,CALLE,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,MOTO-CARGAS,CARGAS,0.0
2019-0068,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,53,2019-08-14 00:00:00,2019-0068,1,17,AVENIDA,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,0.0
2019-0069,2019-08-17,2019,8,17,CONDUCTOR,MOTO,MASCULINO,43,2019-08-17 00:00:00,2019-0069,1,5,AVENIDA,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,MOTO-AUTO,AUTO,0.0
2019-0070,2019-08-22,2019,8,22,CONDUCTOR,MOTO,MASCULINO,25,2019-08-22 00:00:00,2019-0070,1,12,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.42686680,-34.59217875,MOTO-BICICLETA,BICICLETA,1.0
2019-0072,2019-08-28,2019,8,28,CONDUCTOR,AUTO,MASCULINO,22,2019-09-02 00:00:00,2019-0072,1,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y AZUL",10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,1.0
2019-0073,2019-08-29,2019,8,29,CONDUCTOR,AUTO,MASCULINO,29,2019-09-06 00:00:00,2019-0073,1,1,AVENIDA,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,OBJETO FIJO,0.0
2019-0074,2019-08-29,2019,8,29,CONDUCTOR,MOTO,MASCULINO,35,2019-08-29 00:00:00,2019-0074,1,9,AUTOPISTA,"LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,MOTO-CARGAS,CARGAS,1.0
2019-0075,2019-08-30,2019,8,30,CONDUCTOR,MOTO,MASCULINO,31,2019-08-30 00:00:00,2019-0075,1,23,CALLE,SAN ANTONIO y LUJAN,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,PASAJEROS,1.0
2019-0076,2019-09-05,2019,9,5,CONDUCTOR,MOTO,FEMENINO,29,2019-09-05 00:00:00,2019-0076,1,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,MOTO-CARGAS,CARGAS,
2019-0077,2019-09-08,2019,9,8,PEATON,PEATON,FEMENINO,28,2019-09-08 00:00:00,2019-0077,1,3,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y TAGLE",14,-58.39811256,-34.58070186,PEATON-AUTO,AUTO,1.0
2019-0078,2019-09-12,2019,9,12,PEATON,PEATON,FEMENINO,72,2019-09-15 00:00:00,2019-0078,1,8,AVENIDA,"EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,PEATON-CARGAS,CARGAS,1.0
2019-0079,2019-09-17,2019,9,17,CONDUCTOR,MOTO,MASCULINO,57,2019-09-17 00:00:00,2019-0079,1,5,CALLE,AGRELO y COLOMBRES,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,PASAJEROS,1.0
2019-0080,2019-09-17,2019,9,17,PEATON,PEATON,MASCULINO,76,2019-09-17 00:00:00,2019-0080,1,18,GRAL PAZ,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON-MOTO,MOTO,1.0
2019-0081,2019-09-23,2019,9,23,PEATON,PEATON,MASCULINO,67,2019-10-07 00:00:00,2019-0081,1,16,AVENIDA,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PASAJEROS,0.0
2019-0082,2019-09-25,2019,9,25,CICLISTA,BICICLETA,MASCULINO,47,2019-09-25 00:00:00,2019-0082,1,7,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.66119740,BICICLETA-CARGAS,CARGAS,0.0
2019-0083,2019-09-26,2019,9,26,CONDUCTOR,AUTO,MASCULINO,73,2019-09-26 00:00:00,2019-0083,1,8,CALLE,MONTE y CORVALAN,9,-58.48457413,-34.65839090,AUTO-AUTO,AUTO,1.0
2019-0084,2019-09-27,2019,9,27,CICLISTA,BICICLETA,FEMENINO,40,2019-09-27 00:00:00,2019-0084,1,11,CALLE,TANDIL y LAFUENTE,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,CARGAS,1.0
2019-0085,2019-10-09,2019,10,9,CICLISTA,BICICLETA,MASCULINO,20,2019-10-09 00:00:00,2019-0085,1,22,CALLE,CARDOSO y BACACAY,10,-58.49261744,-34.63419130,BICICLETA-TREN,TREN,1.0
2019-0086,2019-10-15,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29,2019-10-15 00:00:00,2019-0086,1,14,AVENIDA,CORRIENTES AV. 6700,15,-58.45283186,-34.58841560,MOTO-PASAJEROS,PASAJEROS,0.0
2019-0087,2019-10-21,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41,2019-10-21 00:00:00,2019-0087,1,21,AVENIDA,ALVAREZ THOMAS AV. y MENDOZA,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,1.0
2019-0088,2019-10-22,2019,10,22,PEATON,PEATON,MASCULINO,27,2019-10-22 00:00:00,2019-0088,1,20,AVENIDA,"ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0089,2019-10-23,2019,10,23,PEATON,PEATON,FEMENINO,92,2019-10-23 00:00:00,2019-0089,1,15,AVENIDA,"BROWN, ALTE. AV. y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON-CARGAS,CARGAS,1.0
2019-0090,2019-10-24,2019,10,24,PEATON,PEATON,MASCULINO,67,2019-10-26 00:00:00,2019-0090,1,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,PEATON-MOTO,MOTO,0.0
2019-0091,2019-11-01,2019,11,1,PEATON,PEATON,MASCULINO,35,2019-11-01 00:00:00,2019-0091,1,20,AVENIDA,"JUSTO, JUAN B. AV. y CAMARGO",15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0092,2019-11-03,2019,11,3,PEATON,PEATON,MASCULINO,37,2019-11-03 00:00:00,2019-0092,1,10,CALLE,"BRIN, MINISTRO y SUAREZ",4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0093,2019-11-13,2019,11,13,CICLISTA,BICICLETA,MASCULINO,16,2019-11-13 00:00:00,2019-0093,1,11,AVENIDA,"NIZA y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,BICICLETA-OTRO,OTRO,1.0
2019-0096,2019-11-22,2019,11,22,PEATON,PEATON,MASCULINO,73,2019-11-22 00:00:00,2019-0096,1,19,AVENIDA,CASEROS AV. y PIEDRAS,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PASAJEROS,1.0
2019-0097,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2019-11-25 00:00:00,2019-0097,1,8,AUTOPISTA,AUTOPISTA PERITO MORENO KM. 5.6,9,-58.47721439,-34.64815069,MULTIPLE,MULTIPLE,
2019-0098,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61,2019-11-29 00:00:00,2019-0098,1,14,AVENIDA,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,0.0
2019-0100,2019-12-05,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38,2019-12-18 00:00:00,2019-0100,1,17,AVENIDA,DE LOS CONSTITUYENTES AV. 4300,12,-58.49040794,-34.58368803,MOTO-AUTO,AUTO,0.0
2019-0101,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25,2019-12-17 00:00:00,2019-0101,1,4,AVENIDA,"MORENO, PERITO AV. y TILCARA AV.",4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,1.0
2019-0102,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,18,2019-12-18 00:00:00,2019-0102,1,14,CALLE,"IBARROLA y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,MOTO-AUTO,AUTO,1.0
2019-0104,2019-12-21,2019,12,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2019-12-22 00:00:00,2019-0104,1,4,AVENIDA,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO-AUTO,AUTO,1.0
2020-0001,2020-01-04,2020,1,4,PEATON,PEATON,FEMENINO,87,2020-01-04 00:00:00,2020-0001,1,10,CALLE,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON-AUTO,AUTO,1.0
2020-0002,2020-01-05,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36,2020-01-07 00:00:00,2020-0002,1,20,AVENIDA,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
